A_Stkcd,Enddt,ROETTM
000001.SZ,2010/12/31,18.7505
000002.SZ,2010/12/31,16.4655
000006.SZ,2010/12/31,19.5847
000009.SZ,2010/12/31,13.0475
000011.SZ,2010/12/31,20.0185
000012.SZ,2010/12/31,22.7915
000014.SZ,2010/12/31,13.7555
000016.SZ,2010/12/31,2.0994
000021.SZ,2010/12/31,9.1861
000023.SZ,2010/12/31,4.2159
000026.SZ,2010/12/31,7.4242
000027.SZ,2010/12/31,10.1886
000028.SZ,2010/12/31,24.8122
000030.SZ,2010/12/31,
000031.SZ,2010/12/31,9.9172
000032.SZ,2010/12/31,3.9144
000039.SZ,2010/12/31,18.5036
000040.SZ,2010/12/31,11.2524
000042.SZ,2010/12/31,15.1823
000049.SZ,2010/12/31,34.1874
000050.SZ,2010/12/31,5.7926
000055.SZ,2010/12/31,5.4519
000058.SZ,2010/12/31,5.463
000059.SZ,2010/12/31,6.2749
000060.SZ,2010/12/31,15.4406
000061.SZ,2010/12/31,8.9955
000062.SZ,2010/12/31,10.8423
000063.SZ,2010/12/31,14.0741
000065.SZ,2010/12/31,9.1319
000066.SZ,2010/12/31,5.9749
000069.SZ,2010/12/31,22.9985
000070.SZ,2010/12/31,8.2175
000088.SZ,2010/12/31,9.6463
000089.SZ,2010/12/31,12.2485
000090.SZ,2010/12/31,2.3685
000096.SZ,2010/12/31,5.0084
000099.SZ,2010/12/31,7.7417
000100.SZ,2010/12/31,4.2099
000151.SZ,2010/12/31,0.9066
000156.SZ,2010/12/31,
000157.SZ,2010/12/31,17.0182
000159.SZ,2010/12/31,37.7729
000166.SZ,2010/12/31,19.3169
000301.SZ,2010/12/31,3.0287
000333.SZ,2010/12/31,33.5903
000338.SZ,2010/12/31,36.6307
000400.SZ,2010/12/31,6.0908
000401.SZ,2010/12/31,17.3052
000402.SZ,2010/12/31,10.5466
000404.SZ,2010/12/31,3.4788
000416.SZ,2010/12/31,1.9935
000417.SZ,2010/12/31,22.6072
000419.SZ,2010/12/31,12.5833
000421.SZ,2010/12/31,7.3193
000422.SZ,2010/12/31,21.0064
000423.SZ,2010/12/31,21.223
000425.SZ,2010/12/31,24.2908
000429.SZ,2010/12/31,9.0697
000488.SZ,2010/12/31,8.5946
000501.SZ,2010/12/31,17.1616
000507.SZ,2010/12/31,14.8777
000513.SZ,2010/12/31,16.6114
000514.SZ,2010/12/31,5.9327
000517.SZ,2010/12/31,12.9389
000521.SZ,2010/12/31,11.9917
000523.SZ,2010/12/31,3.168
000525.SZ,2010/12/31,-1.9854
000528.SZ,2010/12/31,18.2855
000529.SZ,2010/12/31,8.2534
000530.SZ,2010/12/31,5.7822
000531.SZ,2010/12/31,12.4665
000532.SZ,2010/12/31,3.3552
000534.SZ,2010/12/31,2.1733
000538.SZ,2010/12/31,20.9841
000539.SZ,2010/12/31,7.5332
000541.SZ,2010/12/31,9.5332
000543.SZ,2010/12/31,5.6754
000544.SZ,2010/12/31,12.5391
000547.SZ,2010/12/31,1.9812
000548.SZ,2010/12/31,6.0976
000550.SZ,2010/12/31,27.9343
000552.SZ,2010/12/31,13.0106
000553.SZ,2010/12/31,2.1533
000555.SZ,2010/12/31,
000559.SZ,2010/12/31,11.3088
000560.SZ,2010/12/31,4.8413
000563.SZ,2010/12/31,10.9735
000565.SZ,2010/12/31,5.097
000568.SZ,2010/12/31,39.9692
000570.SZ,2010/12/31,5.7991
000573.SZ,2010/12/31,2.909
000581.SZ,2010/12/31,32.6406
000582.SZ,2010/12/31,11.9492
000589.SZ,2010/12/31,7.7995
000591.SZ,2010/12/31,4.4356
000596.SZ,2010/12/31,29.8966
000598.SZ,2010/12/31,14.3648
000599.SZ,2010/12/31,2.4704
000600.SZ,2010/12/31,0.3599
000601.SZ,2010/12/31,2.5249
000612.SZ,2010/12/31,5.6711
000617.SZ,2010/12/31,1.987
000619.SZ,2010/12/31,8.3282
000620.SZ,2010/12/31,13020.7122
000623.SZ,2010/12/31,17.244
000625.SZ,2010/12/31,19.0765
000627.SZ,2010/12/31,1.8331
000630.SZ,2010/12/31,13.0424
000631.SZ,2010/12/31,24.2224
000635.SZ,2010/12/31,13.6734
000636.SZ,2010/12/31,9.3372
000637.SZ,2010/12/31,10.8185
000639.SZ,2010/12/31,10.4165
000650.SZ,2010/12/31,25.1164
000651.SZ,2010/12/31,32.1421
000652.SZ,2010/12/31,12.237
000656.SZ,2010/12/31,5.1534
000661.SZ,2010/12/31,16.5636
000665.SZ,2010/12/31,6.6689
000668.SZ,2010/12/31,8.5821
000672.SZ,2010/12/31,20.8476
000685.SZ,2010/12/31,13.9413
000686.SZ,2010/12/31,15.214
000690.SZ,2010/12/31,10.3669
000700.SZ,2010/12/31,4.4042
000701.SZ,2010/12/31,8.0193
000703.SZ,2010/12/31,1.2724
000705.SZ,2010/12/31,4.051
000708.SZ,2010/12/31,22.1303
000709.SZ,2010/12/31,4.7936
000712.SZ,2010/12/31,18.0716
000713.SZ,2010/12/31,8.7089
000715.SZ,2010/12/31,6.5867
000718.SZ,2010/12/31,21.6748
000719.SZ,2010/12/31,100
000725.SZ,2010/12/31,-8.0297
000726.SZ,2010/12/31,16.7818
000728.SZ,2010/12/31,6.1748
000729.SZ,2010/12/31,9.4177
000731.SZ,2010/12/31,5.3823
000733.SZ,2010/12/31,1.8368
000736.SZ,2010/12/31,9.4483
000738.SZ,2010/12/31,7.3244
000739.SZ,2010/12/31,3.0103
000750.SZ,2010/12/31,-8.6638
000752.SZ,2010/12/31,2.5846
000753.SZ,2010/12/31,11.0097
000756.SZ,2010/12/31,5.8011
000758.SZ,2010/12/31,2.5673
000759.SZ,2010/12/31,10.0642
000761.SZ,2010/12/31,6.1649
000768.SZ,2010/12/31,3.7159
000776.SZ,2010/12/31,20.7564
000777.SZ,2010/12/31,5.7085
000778.SZ,2010/12/31,12.8637
000782.SZ,2010/12/31,10.6171
000783.SZ,2010/12/31,13.4646
000786.SZ,2010/12/31,16.0882
000788.SZ,2010/12/31,33.2956
000789.SZ,2010/12/31,12.582
000790.SZ,2010/12/31,2.7139
000791.SZ,2010/12/31,2.3753
000793.SZ,2010/12/31,9.5073
000797.SZ,2010/12/31,6.2768
000799.SZ,2010/12/31,10.504
000800.SZ,2010/12/31,21.3028
000801.SZ,2010/12/31,6.3855
000802.SZ,2010/12/31,1.7169
000810.SZ,2010/12/31,17.077
000811.SZ,2010/12/31,19.9864
000812.SZ,2010/12/31,7.7052
000816.SZ,2010/12/31,9.9631
000819.SZ,2010/12/31,8.6874
000823.SZ,2010/12/31,9.5913
000825.SZ,2010/12/31,6.2827
000826.SZ,2010/12/31,16.2414
000828.SZ,2010/12/31,11.6798
000830.SZ,2010/12/31,8.1922
000833.SZ,2010/12/31,11.0947
000838.SZ,2010/12/31,-7.3478
000839.SZ,2010/12/31,1.9126
000848.SZ,2010/12/31,23.9081
000850.SZ,2010/12/31,9.2772
000858.SZ,2010/12/31,24.2823
000859.SZ,2010/12/31,4.5812
000860.SZ,2010/12/31,9.9864
000861.SZ,2010/12/31,28.0831
000869.SZ,2010/12/31,37.3523
000876.SZ,2010/12/31,14.8023
000877.SZ,2010/12/31,13.9823
000880.SZ,2010/12/31,24.1453
000881.SZ,2010/12/31,15.7302
000882.SZ,2010/12/31,1.4772
000883.SZ,2010/12/31,12.1181
000885.SZ,2010/12/31,10.5455
000886.SZ,2010/12/31,4.8745
000887.SZ,2010/12/31,29.3137
000888.SZ,2010/12/31,14.0395
000889.SZ,2010/12/31,4.6231
000895.SZ,2010/12/31,31.8257
000898.SZ,2010/12/31,3.7712
000899.SZ,2010/12/31,-2.7426
000900.SZ,2010/12/31,18.214
000901.SZ,2010/12/31,9.224
000902.SZ,2010/12/31,6.29
000903.SZ,2010/12/31,5.1566
000905.SZ,2010/12/31,6.234
000906.SZ,2010/12/31,7.404
000910.SZ,2010/12/31,8.7112
000915.SZ,2010/12/31,16.8902
000917.SZ,2010/12/31,14.2221
000919.SZ,2010/12/31,9.8079
000920.SZ,2010/12/31,6.6103
000921.SZ,2010/12/31,108.1362
000926.SZ,2010/12/31,10.6254
000928.SZ,2010/12/31,0.5118
000930.SZ,2010/12/31,11.0764
000933.SZ,2010/12/31,25.7541
000936.SZ,2010/12/31,9.7598
000937.SZ,2010/12/31,20.4622
000938.SZ,2010/12/31,4.1874
000948.SZ,2010/12/31,5.7101
000949.SZ,2010/12/31,7.8155
000951.SZ,2010/12/31,19.2943
000961.SZ,2010/12/31,16.0581
000963.SZ,2010/12/31,27.3883
000965.SZ,2010/12/31,10.2958
000967.SZ,2010/12/31,2.1307
000968.SZ,2010/12/31,8.014
000969.SZ,2010/12/31,7.193
000970.SZ,2010/12/31,14.443
000973.SZ,2010/12/31,13.1187
000975.SZ,2010/12/31,-2.5149
000977.SZ,2010/12/31,3.3057
000978.SZ,2010/12/31,4.9153
000983.SZ,2010/12/31,20.9132
000985.SZ,2010/12/31,5.5426
000987.SZ,2010/12/31,21.3088
000988.SZ,2010/12/31,15.4203
000989.SZ,2010/12/31,11.8008
000990.SZ,2010/12/31,1.3741
000997.SZ,2010/12/31,5.8718
000998.SZ,2010/12/31,7.5396
000999.SZ,2010/12/31,19.3686
001696.SZ,2010/12/31,17.0437
001872.SZ,2010/12/31,18.4186
001914.SZ,2010/12/31,13.6148
002001.SZ,2010/12/31,22.7479
002003.SZ,2010/12/31,21.7281
002004.SZ,2010/12/31,13.5359
002007.SZ,2010/12/31,28.2297
002008.SZ,2010/12/31,15.6546
002009.SZ,2010/12/31,15.7248
002010.SZ,2010/12/31,10.8758
002012.SZ,2010/12/31,21.9481
002014.SZ,2010/12/31,16.146
002016.SZ,2010/12/31,10.9834
002017.SZ,2010/12/31,4.8618
002019.SZ,2010/12/31,-28.4003
002020.SZ,2010/12/31,4.0816
002022.SZ,2010/12/31,25.0389
002024.SZ,2010/12/31,21.8769
002025.SZ,2010/12/31,9.1579
002026.SZ,2010/12/31,8.0364
002027.SZ,2010/12/31,1.4711
002028.SZ,2010/12/31,18.4541
002029.SZ,2010/12/31,17.7115
002030.SZ,2010/12/31,13.4073
002031.SZ,2010/12/31,10.4429
002032.SZ,2010/12/31,16.4173
002033.SZ,2010/12/31,1.6749
002034.SZ,2010/12/31,1.8548
002035.SZ,2010/12/31,25.8304
002036.SZ,2010/12/31,3.0685
002037.SZ,2010/12/31,17.2816
002038.SZ,2010/12/31,22.9027
002039.SZ,2010/12/31,3.8335
002040.SZ,2010/12/31,4.4796
002041.SZ,2010/12/31,22.3661
002042.SZ,2010/12/31,14.2404
002043.SZ,2010/12/31,7.5169
002044.SZ,2010/12/31,7.0792
002045.SZ,2010/12/31,8.5374
002046.SZ,2010/12/31,8.9008
002048.SZ,2010/12/31,15.9007
002049.SZ,2010/12/31,8.3509
002050.SZ,2010/12/31,12.5558
002051.SZ,2010/12/31,17.0392
002053.SZ,2010/12/31,2.003
002054.SZ,2010/12/31,29.4043
002055.SZ,2010/12/31,16.0062
002056.SZ,2010/12/31,13.198
002057.SZ,2010/12/31,4.1863
002058.SZ,2010/12/31,7.1554
002059.SZ,2010/12/31,-1.6355
002060.SZ,2010/12/31,6.211
002061.SZ,2010/12/31,9.6926
002062.SZ,2010/12/31,17.7513
002063.SZ,2010/12/31,26.1883
002064.SZ,2010/12/31,19.2465
002065.SZ,2010/12/31,20.2034
002068.SZ,2010/12/31,8.3497
002073.SZ,2010/12/31,15.703
002074.SZ,2010/12/31,6.7377
002076.SZ,2010/12/31,3.0997
002078.SZ,2010/12/31,17.9338
002079.SZ,2010/12/31,12.0873
002080.SZ,2010/12/31,8.0558
002081.SZ,2010/12/31,32.2014
002082.SZ,2010/12/31,16.4498
002083.SZ,2010/12/31,6.736
002084.SZ,2010/12/31,9.4869
002085.SZ,2010/12/31,14.315
002087.SZ,2010/12/31,5.4454
002088.SZ,2010/12/31,9.412
002089.SZ,2010/12/31,15.3762
002090.SZ,2010/12/31,9.9485
002091.SZ,2010/12/31,19.2678
002092.SZ,2010/12/31,4.4183
002093.SZ,2010/12/31,10.7026
002095.SZ,2010/12/31,11.9044
002096.SZ,2010/12/31,24.7286
002097.SZ,2010/12/31,13.1314
002098.SZ,2010/12/31,9.1128
002099.SZ,2010/12/31,13.4872
002100.SZ,2010/12/31,10.2962
002101.SZ,2010/12/31,10.1845
002103.SZ,2010/12/31,8.4674
002104.SZ,2010/12/31,16.47
002105.SZ,2010/12/31,8.3643
002106.SZ,2010/12/31,21.7178
002108.SZ,2010/12/31,19.2443
002110.SZ,2010/12/31,4.0479
002111.SZ,2010/12/31,12.3336
002115.SZ,2010/12/31,13.6679
002116.SZ,2010/12/31,13.3363
002117.SZ,2010/12/31,8.2128
002119.SZ,2010/12/31,10.4877
002120.SZ,2010/12/31,8.484
002121.SZ,2010/12/31,11.6467
002124.SZ,2010/12/31,9.8511
002126.SZ,2010/12/31,20.4494
002128.SZ,2010/12/31,38.5512
002129.SZ,2010/12/31,6.3542
002130.SZ,2010/12/31,15.7068
002131.SZ,2010/12/31,17.1971
002132.SZ,2010/12/31,8.1743
002133.SZ,2010/12/31,15.6674
002135.SZ,2010/12/31,7.2404
002136.SZ,2010/12/31,12.0978
002138.SZ,2010/12/31,15.0294
002139.SZ,2010/12/31,17.9203
002140.SZ,2010/12/31,22.6379
002142.SZ,2010/12/31,14.6252
002144.SZ,2010/12/31,3.5377
002146.SZ,2010/12/31,21.4597
002148.SZ,2010/12/31,11.1695
002149.SZ,2010/12/31,4.5018
002150.SZ,2010/12/31,11.2036
002151.SZ,2010/12/31,6.4618
002152.SZ,2010/12/31,23.6637
002153.SZ,2010/12/31,24.5162
002154.SZ,2010/12/31,13.1273
002155.SZ,2010/12/31,10.9023
002156.SZ,2010/12/31,6.5225
002157.SZ,2010/12/31,6.314
002158.SZ,2010/12/31,20.6247
002161.SZ,2010/12/31,17.4933
002165.SZ,2010/12/31,15.5431
002166.SZ,2010/12/31,-10.8478
002169.SZ,2010/12/31,7.3434
002170.SZ,2010/12/31,15.8644
002171.SZ,2010/12/31,12.2738
002174.SZ,2010/12/31,4.5865
002176.SZ,2010/12/31,8.4479
002177.SZ,2010/12/31,7.5798
002179.SZ,2010/12/31,12.9636
002180.SZ,2010/12/31,7.6876
002181.SZ,2010/12/31,1.3799
002182.SZ,2010/12/31,3.172
002183.SZ,2010/12/31,9.0363
002184.SZ,2010/12/31,4.2068
002185.SZ,2010/12/31,11.0355
002186.SZ,2010/12/31,13.4105
002187.SZ,2010/12/31,13.5239
002189.SZ,2010/12/31,3.2242
002190.SZ,2010/12/31,8.8585
002191.SZ,2010/12/31,15.4994
002193.SZ,2010/12/31,6.7293
002194.SZ,2010/12/31,10.3861
002195.SZ,2010/12/31,14.7825
002196.SZ,2010/12/31,8.4332
002197.SZ,2010/12/31,12.096
002201.SZ,2010/12/31,3.9612
002202.SZ,2010/12/31,17.2287
002203.SZ,2010/12/31,15.3018
002204.SZ,2010/12/31,11.6991
002205.SZ,2010/12/31,6.1807
002206.SZ,2010/12/31,14.3393
002208.SZ,2010/12/31,14.4441
002209.SZ,2010/12/31,8.3893
002210.SZ,2010/12/31,10.8052
002212.SZ,2010/12/31,8.5417
002213.SZ,2010/12/31,14.6036
002214.SZ,2010/12/31,12.9203
002215.SZ,2010/12/31,8.8914
002216.SZ,2010/12/31,11.9156
002217.SZ,2010/12/31,10.2377
002218.SZ,2010/12/31,12.1813
002221.SZ,2010/12/31,6.6059
002222.SZ,2010/12/31,10.3439
002223.SZ,2010/12/31,18.4523
002224.SZ,2010/12/31,14.0372
002225.SZ,2010/12/31,11.854
002226.SZ,2010/12/31,17.0446
002227.SZ,2010/12/31,4.475
002228.SZ,2010/12/31,8.7661
002229.SZ,2010/12/31,9.8023
002230.SZ,2010/12/31,15.4916
002232.SZ,2010/12/31,10.1795
002233.SZ,2010/12/31,13.2639
002236.SZ,2010/12/31,22.1884
002238.SZ,2010/12/31,6.5957
002239.SZ,2010/12/31,1.9765
002241.SZ,2010/12/31,16.9134
002242.SZ,2010/12/31,20.3062
002243.SZ,2010/12/31,16.3903
002244.SZ,2010/12/31,22.4619
002245.SZ,2010/12/31,16.8455
002246.SZ,2010/12/31,3.5653
002247.SZ,2010/12/31,8.7678
002249.SZ,2010/12/31,16.8051
002250.SZ,2010/12/31,22.9879
002251.SZ,2010/12/31,10.9127
002252.SZ,2010/12/31,22.5101
002253.SZ,2010/12/31,10.3536
002254.SZ,2010/12/31,14.977
002258.SZ,2010/12/31,8.5052
002261.SZ,2010/12/31,15.3215
002262.SZ,2010/12/31,16.6687
002266.SZ,2010/12/31,12.5078
002267.SZ,2010/12/31,16.385
002268.SZ,2010/12/31,14.304
002270.SZ,2010/12/31,4.6681
002271.SZ,2010/12/31,10.1981
002273.SZ,2010/12/31,19.9378
002274.SZ,2010/12/31,0.7914
002275.SZ,2010/12/31,14.4411
002276.SZ,2010/12/31,9.1103
002277.SZ,2010/12/31,12.9975
002278.SZ,2010/12/31,7.0632
002279.SZ,2010/12/31,7.4013
002280.SZ,2010/12/31,8.658
002281.SZ,2010/12/31,12.176
002282.SZ,2010/12/31,8.5314
002283.SZ,2010/12/31,12.9817
002284.SZ,2010/12/31,12.1805
002285.SZ,2010/12/31,20.2719
002286.SZ,2010/12/31,6.0879
002287.SZ,2010/12/31,14.3523
002290.SZ,2010/12/31,10.3879
002292.SZ,2010/12/31,9.8883
002293.SZ,2010/12/31,14.5091
002294.SZ,2010/12/31,19.0696
002296.SZ,2010/12/31,13.6807
002298.SZ,2010/12/31,8.745
002299.SZ,2010/12/31,15.5867
002300.SZ,2010/12/31,11.2468
002301.SZ,2010/12/31,5.2432
002302.SZ,2010/12/31,10.8733
002303.SZ,2010/12/31,8.6351
002304.SZ,2010/12/31,31.8618
002305.SZ,2010/12/31,12.9825
002308.SZ,2010/12/31,12.0901
002309.SZ,2010/12/31,8.2378
002310.SZ,2010/12/31,19.9535
002311.SZ,2010/12/31,9.5734
002313.SZ,2010/12/31,10.8816
002314.SZ,2010/12/31,7.5067
002315.SZ,2010/12/31,9.6694
002317.SZ,2010/12/31,9.484
002318.SZ,2010/12/31,5.3018
002319.SZ,2010/12/31,6.263
002320.SZ,2010/12/31,10.5163
002322.SZ,2010/12/31,7.6902
002324.SZ,2010/12/31,9.5247
002325.SZ,2010/12/31,8.7103
002326.SZ,2010/12/31,6.6147
002327.SZ,2010/12/31,11.422
002328.SZ,2010/12/31,7.4829
002329.SZ,2010/12/31,7.6117
002331.SZ,2010/12/31,8.6611
002332.SZ,2010/12/31,10.863
002333.SZ,2010/12/31,5.5891
002334.SZ,2010/12/31,11.4759
002335.SZ,2010/12/31,11.4795
002338.SZ,2010/12/31,7.7876
002339.SZ,2010/12/31,6.8443
002340.SZ,2010/12/31,8.1249
002341.SZ,2010/12/31,7.6122
002342.SZ,2010/12/31,8.988
002344.SZ,2010/12/31,12.821
002345.SZ,2010/12/31,7.7746
002346.SZ,2010/12/31,4.2885
002348.SZ,2010/12/31,6.2545
002349.SZ,2010/12/31,7.8318
002350.SZ,2010/12/31,5.5801
002351.SZ,2010/12/31,6.3488
002352.SZ,2010/12/31,3.3178
002353.SZ,2010/12/31,12.5538
002354.SZ,2010/12/31,2.6301
002355.SZ,2010/12/31,8.2876
002356.SZ,2010/12/31,3.1378
002357.SZ,2010/12/31,9.6606
002358.SZ,2010/12/31,8.1126
002360.SZ,2010/12/31,9.2209
002361.SZ,2010/12/31,6.5973
002363.SZ,2010/12/31,5.9258
002364.SZ,2010/12/31,6.3191
002365.SZ,2010/12/31,4.5445
002366.SZ,2010/12/31,8.6767
002367.SZ,2010/12/31,9.489
002368.SZ,2010/12/31,8.7357
002370.SZ,2010/12/31,5.8402
002371.SZ,2010/12/31,9.0882
002372.SZ,2010/12/31,10.8166
002373.SZ,2010/12/31,3.5882
002375.SZ,2010/12/31,10.8707
002376.SZ,2010/12/31,9.7284
002378.SZ,2010/12/31,12.1347
002380.SZ,2010/12/31,6.2429
002381.SZ,2010/12/31,4.2517
002382.SZ,2010/12/31,4.4632
002384.SZ,2010/12/31,6.6372
002385.SZ,2010/12/31,10.0992
002386.SZ,2010/12/31,2.8439
002388.SZ,2010/12/31,4.6022
002389.SZ,2010/12/31,8.145
002390.SZ,2010/12/31,3.9322
002391.SZ,2010/12/31,6.742
002392.SZ,2010/12/31,5.9171
002393.SZ,2010/12/31,7.7411
002394.SZ,2010/12/31,11.0362
002395.SZ,2010/12/31,5.7765
002396.SZ,2010/12/31,8.8808
002397.SZ,2010/12/31,8.9549
002398.SZ,2010/12/31,5.1115
002399.SZ,2010/12/31,15.1342
002400.SZ,2010/12/31,6.6791
002401.SZ,2010/12/31,7.1283
002402.SZ,2010/12/31,5.6778
002403.SZ,2010/12/31,4.0388
002404.SZ,2010/12/31,6.871
002405.SZ,2010/12/31,11.1349
002406.SZ,2010/12/31,10.1362
002407.SZ,2010/12/31,3.4496
002408.SZ,2010/12/31,16.2623
002409.SZ,2010/12/31,6.1761
002410.SZ,2010/12/31,9.5567
002414.SZ,2010/12/31,5.7182
002415.SZ,2010/12/31,18.6483
002416.SZ,2010/12/31,15.5011
002419.SZ,2010/12/31,14.6524
002421.SZ,2010/12/31,5.6087
002422.SZ,2010/12/31,9.4587
002423.SZ,2010/12/31,5.2313
002424.SZ,2010/12/31,8.565
002425.SZ,2010/12/31,7.2911
002426.SZ,2010/12/31,10.944
002427.SZ,2010/12/31,6.1254
002430.SZ,2010/12/31,14.8059
002431.SZ,2010/12/31,10.1275
002433.SZ,2010/12/31,5.8077
002434.SZ,2010/12/31,8.4206
002435.SZ,2010/12/31,5.7268
002436.SZ,2010/12/31,8.6923
002437.SZ,2010/12/31,7.2952
002438.SZ,2010/12/31,5.9297
002439.SZ,2010/12/31,6.0418
002440.SZ,2010/12/31,10.8572
002441.SZ,2010/12/31,8.6589
002443.SZ,2010/12/31,6.0029
002444.SZ,2010/12/31,10.2742
002445.SZ,2010/12/31,5.643
002446.SZ,2010/12/31,6.7205
002448.SZ,2010/12/31,11.7081
002449.SZ,2010/12/31,7.1923
002452.SZ,2010/12/31,4.7737
002454.SZ,2010/12/31,13.2164
002455.SZ,2010/12/31,8.7476
002456.SZ,2010/12/31,5.3804
002457.SZ,2010/12/31,8.5839
002460.SZ,2010/12/31,5.9711
002461.SZ,2010/12/31,2.8788
002462.SZ,2010/12/31,4.7499
002463.SZ,2010/12/31,10.7627
002465.SZ,2010/12/31,5.6744
002466.SZ,2010/12/31,4.0767
002467.SZ,2010/12/31,6.6029
002468.SZ,2010/12/31,10.0664
002469.SZ,2010/12/31,7.3696
002470.SZ,2010/12/31,11.5349
002471.SZ,2010/12/31,7.7482
002472.SZ,2010/12/31,10.656
002474.SZ,2010/12/31,6.6905
002475.SZ,2010/12/31,7.0627
002476.SZ,2010/12/31,6.585
002478.SZ,2010/12/31,8.3962
002479.SZ,2010/12/31,7.5792
002481.SZ,2010/12/31,7.1662
002482.SZ,2010/12/31,8.5284
002483.SZ,2010/12/31,10.0767
002484.SZ,2010/12/31,7.0229
002487.SZ,2010/12/31,6.9312
002488.SZ,2010/12/31,7.0781
002489.SZ,2010/12/31,8.1618
002491.SZ,2010/12/31,10.1503
002492.SZ,2010/12/31,6.8612
002493.SZ,2010/12/31,25.8603
002494.SZ,2010/12/31,6.1548
002495.SZ,2010/12/31,5.6712
002496.SZ,2010/12/31,6.2663
002497.SZ,2010/12/31,9.8976
002498.SZ,2010/12/31,12.323
002500.SZ,2010/12/31,7.091
002502.SZ,2010/12/31,5.7731
002507.SZ,2010/12/31,6.6515
002508.SZ,2010/12/31,9.7984
002510.SZ,2010/12/31,6.4024
002511.SZ,2010/12/31,5.4615
002515.SZ,2010/12/31,5.9816
002516.SZ,2010/12/31,7.7488
002518.SZ,2010/12/31,6.7143
002519.SZ,2010/12/31,7.4275
002520.SZ,2010/12/31,6.8546
002521.SZ,2010/12/31,7.4615
002522.SZ,2010/12/31,7.4851
002523.SZ,2010/12/31,7.0766
002527.SZ,2010/12/31,6.9436
002530.SZ,2010/12/31,5.889
002531.SZ,2010/12/31,5.5023
002532.SZ,2010/12/31,7.6228
002533.SZ,2010/12/31,6.7405
002534.SZ,2010/12/31,28.804
002536.SZ,2010/12/31,28.7678
002537.SZ,2010/12/31,32.4571
002538.SZ,2010/12/31,26.5842
002539.SZ,2010/12/31,23.0679
002540.SZ,2010/12/31,22.878
002541.SZ,2010/12/31,37.0669
002542.SZ,2010/12/31,36.1222
002543.SZ,2010/12/31,32.1282
002544.SZ,2010/12/31,17.7278
002545.SZ,2010/12/31,36.2072
002546.SZ,2010/12/31,30.5329
002548.SZ,2010/12/31,27.4146
002549.SZ,2010/12/31,23.3835
002550.SZ,2010/12/31,38.1909
002551.SZ,2010/12/31,16.8524
002553.SZ,2010/12/31,23.0744
002554.SZ,2010/12/31,24.1789
002555.SZ,2010/12/31,27.0008
002556.SZ,2010/12/31,27.0776
002557.SZ,2010/12/31,28.9502
002558.SZ,2010/12/31,25.5928
002559.SZ,2010/12/31,32.2659
002560.SZ,2010/12/31,20.6959
002561.SZ,2010/12/31,22.5053
002563.SZ,2010/12/31,49.9484
002566.SZ,2010/12/31,24.4304
002567.SZ,2010/12/31,15.9689
002568.SZ,2010/12/31,36.2298
002572.SZ,2010/12/31,44.9726
002573.SZ,2010/12/31,17.7693
002574.SZ,2010/12/31,31.5752
002576.SZ,2010/12/31,21.9694
002579.SZ,2010/12/31,20.0823
002580.SZ,2010/12/31,19.1216
002582.SZ,2010/12/31,33.7401
002583.SZ,2010/12/31,30.2335
002585.SZ,2010/12/31,61.9263
002586.SZ,2010/12/31,23.5856
002587.SZ,2010/12/31,31.5748
002588.SZ,2010/12/31,25.0067
002589.SZ,2010/12/31,20.9805
002590.SZ,2010/12/31,31.5019
002592.SZ,2010/12/31,30.8296
002593.SZ,2010/12/31,19.2226
002594.SZ,2010/12/31,13.6694
002595.SZ,2010/12/31,31.0895
002596.SZ,2010/12/31,21.8863
002597.SZ,2010/12/31,17.9651
002598.SZ,2010/12/31,30.9906
002599.SZ,2010/12/31,19.0721
002600.SZ,2010/12/31,12.9635
002601.SZ,2010/12/31,40.5111
002603.SZ,2010/12/31,28.9229
002605.SZ,2010/12/31,24.9759
002606.SZ,2010/12/31,30.2989
002607.SZ,2010/12/31,28.525
002609.SZ,2010/12/31,27.7469
002612.SZ,2010/12/31,45.3584
002614.SZ,2010/12/31,38.5103
002615.SZ,2010/12/31,30.0297
002616.SZ,2010/12/31,19.5452
002617.SZ,2010/12/31,18.9963
002620.SZ,2010/12/31,30.6862
002623.SZ,2010/12/31,69.6379
002624.SZ,2010/12/31,26.8995
002626.SZ,2010/12/31,38.3883
002627.SZ,2010/12/31,30.8772
002628.SZ,2010/12/31,28.3215
002631.SZ,2010/12/31,36.7164
002632.SZ,2010/12/31,15.6005
002634.SZ,2010/12/31,25.309
002635.SZ,2010/12/31,25.7928
002637.SZ,2010/12/31,28.6662
002639.SZ,2010/12/31,25.7459
002640.SZ,2010/12/31,28.4685
002641.SZ,2010/12/31,29.4361
002643.SZ,2010/12/31,31.5245
002644.SZ,2010/12/31,15.696
002645.SZ,2010/12/31,23.2475
002646.SZ,2010/12/31,29.8605
002648.SZ,2010/12/31,47.5105
002649.SZ,2010/12/31,17.768
002650.SZ,2010/12/31,37.4778
002651.SZ,2010/12/31,115.7504
002652.SZ,2010/12/31,27.3398
002653.SZ,2010/12/31,67.4816
002654.SZ,2010/12/31,18.6016
002657.SZ,2010/12/31,20.85
002658.SZ,2010/12/31,13.3715
002661.SZ,2010/12/31,31.9183
002662.SZ,2010/12/31,44.6074
002663.SZ,2010/12/31,17.1913
002664.SZ,2010/12/31,11.65
002666.SZ,2010/12/31,19.0584
002667.SZ,2010/12/31,26.3138
