A_Stkcd,Enddt,ROETTM
300027.SZ,2016/12/31,8.9435
300030.SZ,2016/12/31,3.2272
300031.SZ,2016/12/31,5.5093
300033.SZ,2016/12/31,41.0262
300034.SZ,2016/12/31,7.3838
300035.SZ,2016/12/31,2.7752
300036.SZ,2016/12/31,7.8875
300037.SZ,2016/12/31,11.7498
300039.SZ,2016/12/31,12.844
300040.SZ,2016/12/31,7.3143
300041.SZ,2016/12/31,6.157
300042.SZ,2016/12/31,5.0609
300043.SZ,2016/12/31,19.4418
300044.SZ,2016/12/31,12.0029
300045.SZ,2016/12/31,5.116
300046.SZ,2016/12/31,4.8662
300047.SZ,2016/12/31,5.8124
300048.SZ,2016/12/31,7.2321
300049.SZ,2016/12/31,8.2775
300050.SZ,2016/12/31,5.5913
300052.SZ,2016/12/31,-5.2358
300053.SZ,2016/12/31,4.3191
300054.SZ,2016/12/31,10.4363
300055.SZ,2016/12/31,4.7804
300057.SZ,2016/12/31,3.2575
300058.SZ,2016/12/31,11.7974
300059.SZ,2016/12/31,5.5654
300062.SZ,2016/12/31,9.0756
300063.SZ,2016/12/31,6.4412
300065.SZ,2016/12/31,6.5023
300066.SZ,2016/12/31,9.1362
300067.SZ,2016/12/31,7.9853
300068.SZ,2016/12/31,5.5863
300070.SZ,2016/12/31,11.892
300071.SZ,2016/12/31,10.9417
300072.SZ,2016/12/31,25.7569
300073.SZ,2016/12/31,7.4045
300075.SZ,2016/12/31,9.4034
300077.SZ,2016/12/31,3.4152
300078.SZ,2016/12/31,9.2219
300079.SZ,2016/12/31,6.5688
300082.SZ,2016/12/31,2.8636
300084.SZ,2016/12/31,0.3869
300085.SZ,2016/12/31,8.348
300087.SZ,2016/12/31,4.6486
300088.SZ,2016/12/31,9.2547
300091.SZ,2016/12/31,5.2356
300092.SZ,2016/12/31,6.1896
300093.SZ,2016/12/31,0.5365
300095.SZ,2016/12/31,3.7357
300096.SZ,2016/12/31,1.4891
300097.SZ,2016/12/31,6.9305
300098.SZ,2016/12/31,8.4127
300099.SZ,2016/12/31,1.8068
300100.SZ,2016/12/31,12.9121
300101.SZ,2016/12/31,4.7931
300102.SZ,2016/12/31,1.935
300103.SZ,2016/12/31,2.7675
300105.SZ,2016/12/31,-8.5776
300107.SZ,2016/12/31,2.4995
300108.SZ,2016/12/31,10.4665
300109.SZ,2016/12/31,6.5294
300110.SZ,2016/12/31,1.6349
300112.SZ,2016/12/31,3.6955
300113.SZ,2016/12/31,21.1538
300114.SZ,2016/12/31,7.6931
300115.SZ,2016/12/31,17.1693
300117.SZ,2016/12/31,5.3881
300118.SZ,2016/12/31,18.1634
300119.SZ,2016/12/31,6.9758
300120.SZ,2016/12/31,2.6116
300121.SZ,2016/12/31,24.016
300122.SZ,2016/12/31,1.2898
300123.SZ,2016/12/31,1.5861
300124.SZ,2016/12/31,19.7599
300126.SZ,2016/12/31,0.6029
300127.SZ,2016/12/31,10.7393
300128.SZ,2016/12/31,1.942
300129.SZ,2016/12/31,10.1916
300130.SZ,2016/12/31,9.5536
300131.SZ,2016/12/31,10.757
300132.SZ,2016/12/31,5.1585
300133.SZ,2016/12/31,7.5016
300135.SZ,2016/12/31,2.3085
300136.SZ,2016/12/31,27.641
300137.SZ,2016/12/31,7.2648
300138.SZ,2016/12/31,6.1525
300139.SZ,2016/12/31,2.1309
300141.SZ,2016/12/31,4.2142
300142.SZ,2016/12/31,2.1969
300144.SZ,2016/12/31,14.0893
300145.SZ,2016/12/31,12.5766
300146.SZ,2016/12/31,11.4361
300147.SZ,2016/12/31,1.9438
300148.SZ,2016/12/31,5.61
300149.SZ,2016/12/31,8.4406
300150.SZ,2016/12/31,5.8669
300151.SZ,2016/12/31,3.8546
300152.SZ,2016/12/31,-24.2415
300153.SZ,2016/12/31,4.9927
300154.SZ,2016/12/31,4.7217
300155.SZ,2016/12/31,1.547
300158.SZ,2016/12/31,3.8707
300159.SZ,2016/12/31,-206.6402
300160.SZ,2016/12/31,9.7403
300161.SZ,2016/12/31,1.193
300162.SZ,2016/12/31,2.7484
300163.SZ,2016/12/31,9.1944
300164.SZ,2016/12/31,1.4717
300165.SZ,2016/12/31,3.655
300166.SZ,2016/12/31,8.299
300168.SZ,2016/12/31,10.4687
300170.SZ,2016/12/31,11.6918
300171.SZ,2016/12/31,8.0229
300172.SZ,2016/12/31,9.8395
300174.SZ,2016/12/31,7.7171
300175.SZ,2016/12/31,3.5473
300176.SZ,2016/12/31,7.8584
300177.SZ,2016/12/31,1.1924
300179.SZ,2016/12/31,3.9576
300180.SZ,2016/12/31,3.82
300181.SZ,2016/12/31,5.449
300182.SZ,2016/12/31,10.4196
300183.SZ,2016/12/31,14.1079
300185.SZ,2016/12/31,3.3287
300187.SZ,2016/12/31,9.5573
300188.SZ,2016/12/31,9.7849
300190.SZ,2016/12/31,3.3315
300191.SZ,2016/12/31,0.9652
300192.SZ,2016/12/31,5.1057
300193.SZ,2016/12/31,4.7608
300194.SZ,2016/12/31,5.5999
300196.SZ,2016/12/31,11.3497
300197.SZ,2016/12/31,10.2016
300198.SZ,2016/12/31,4.0245
300200.SZ,2016/12/31,7.2624
300201.SZ,2016/12/31,-21.0445
300203.SZ,2016/12/31,14.6836
300204.SZ,2016/12/31,13.5253
300205.SZ,2016/12/31,1.7904
300206.SZ,2016/12/31,2.1914
300207.SZ,2016/12/31,19.76
300209.SZ,2016/12/31,4.8696
300210.SZ,2016/12/31,6.1402
300211.SZ,2016/12/31,0.7589
300212.SZ,2016/12/31,5.5353
300213.SZ,2016/12/31,6.395
300214.SZ,2016/12/31,5.8859
300215.SZ,2016/12/31,3.7242
300217.SZ,2016/12/31,2.5379
300218.SZ,2016/12/31,5.7979
300219.SZ,2016/12/31,7.563
300221.SZ,2016/12/31,16.9216
300222.SZ,2016/12/31,7.5697
300223.SZ,2016/12/31,0.6425
300224.SZ,2016/12/31,8.4333
300225.SZ,2016/12/31,8.0853
300226.SZ,2016/12/31,4.4303
300227.SZ,2016/12/31,4.1869
300228.SZ,2016/12/31,-17.2898
300229.SZ,2016/12/31,8.3364
300230.SZ,2016/12/31,6.1169
300231.SZ,2016/12/31,18.7985
300232.SZ,2016/12/31,11.0079
300233.SZ,2016/12/31,11.094
300234.SZ,2016/12/31,2.834
300235.SZ,2016/12/31,5.0949
300236.SZ,2016/12/31,4.3804
300237.SZ,2016/12/31,13.2871
300239.SZ,2016/12/31,2.6746
300240.SZ,2016/12/31,6.3395
300241.SZ,2016/12/31,4.8796
300243.SZ,2016/12/31,3.0199
300244.SZ,2016/12/31,12.5859
300245.SZ,2016/12/31,7.8749
300246.SZ,2016/12/31,14.4565
300248.SZ,2016/12/31,7.077
300249.SZ,2016/12/31,6.4218
300250.SZ,2016/12/31,8.3045
300251.SZ,2016/12/31,10.5316
300252.SZ,2016/12/31,8.9765
300253.SZ,2016/12/31,22.1705
300254.SZ,2016/12/31,3.7281
300255.SZ,2016/12/31,7.8735
300257.SZ,2016/12/31,2.8739
300258.SZ,2016/12/31,13.1093
300259.SZ,2016/12/31,6.1583
300260.SZ,2016/12/31,1.8585
300261.SZ,2016/12/31,1.6026
300263.SZ,2016/12/31,0.6314
300265.SZ,2016/12/31,13.4156
300266.SZ,2016/12/31,5.7155
300267.SZ,2016/12/31,16.0636
300270.SZ,2016/12/31,6.9574
300271.SZ,2016/12/31,15.11
300272.SZ,2016/12/31,13.2976
300274.SZ,2016/12/31,9.3053
300275.SZ,2016/12/31,-16.5412
300276.SZ,2016/12/31,2.4606
300277.SZ,2016/12/31,5.3653
300279.SZ,2016/12/31,4.2491
300280.SZ,2016/12/31,0.3533
300281.SZ,2016/12/31,4.4074
300283.SZ,2016/12/31,4.303
300284.SZ,2016/12/31,12.5591
300285.SZ,2016/12/31,7.7231
300286.SZ,2016/12/31,13.499
300287.SZ,2016/12/31,6.2145
300288.SZ,2016/12/31,7.5342
300289.SZ,2016/12/31,5.6093
300290.SZ,2016/12/31,3.6727
300291.SZ,2016/12/31,5.9414
300293.SZ,2016/12/31,2.3282
300294.SZ,2016/12/31,12.9952
300296.SZ,2016/12/31,15.0163
300298.SZ,2016/12/31,9.0335
300299.SZ,2016/12/31,7.7642
300300.SZ,2016/12/31,1.756
300302.SZ,2016/12/31,17.8844
300303.SZ,2016/12/31,8.5131
300304.SZ,2016/12/31,6.9554
300305.SZ,2016/12/31,5.1605
300306.SZ,2016/12/31,4.6989
300307.SZ,2016/12/31,3.1753
300308.SZ,2016/12/31,1.809
300311.SZ,2016/12/31,-45.2434
300314.SZ,2016/12/31,8.3049
300316.SZ,2016/12/31,6.2052
300319.SZ,2016/12/31,7.0693
300320.SZ,2016/12/31,9.936
300321.SZ,2016/12/31,5.7411
300322.SZ,2016/12/31,11.3913
300324.SZ,2016/12/31,7.8068
300326.SZ,2016/12/31,8.6382
300327.SZ,2016/12/31,15.4505
300328.SZ,2016/12/31,4.2104
300329.SZ,2016/12/31,4.1593
300331.SZ,2016/12/31,2.3872
300332.SZ,2016/12/31,1.7543
300333.SZ,2016/12/31,2.2445
300335.SZ,2016/12/31,12.0514
300338.SZ,2016/12/31,0.7798
300339.SZ,2016/12/31,8.6159
300341.SZ,2016/12/31,11.4666
300342.SZ,2016/12/31,13.5161
300346.SZ,2016/12/31,0.635
300347.SZ,2016/12/31,8.6458
300348.SZ,2016/12/31,12.4527
300349.SZ,2016/12/31,3.2378
300352.SZ,2016/12/31,3.7471
300353.SZ,2016/12/31,5.9553
300354.SZ,2016/12/31,0.5731
300355.SZ,2016/12/31,12.0395
300357.SZ,2016/12/31,19.708
300358.SZ,2016/12/31,8.5667
300360.SZ,2016/12/31,19.5814
300363.SZ,2016/12/31,13.3374
300365.SZ,2016/12/31,17.1998
300368.SZ,2016/12/31,4.2073
300369.SZ,2016/12/31,11.4692
300371.SZ,2016/12/31,9.666
300373.SZ,2016/12/31,9.9857
300374.SZ,2016/12/31,6.2323
300375.SZ,2016/12/31,12.3967
300376.SZ,2016/12/31,12.8726
300377.SZ,2016/12/31,4.7146
300378.SZ,2016/12/31,3.517
300379.SZ,2016/12/31,6.2762
300380.SZ,2016/12/31,-4.9833
300381.SZ,2016/12/31,5.9784
300382.SZ,2016/12/31,10.4995
300383.SZ,2016/12/31,5.5345
300384.SZ,2016/12/31,9.9369
300386.SZ,2016/12/31,7.6142
300387.SZ,2016/12/31,11.9108
300388.SZ,2016/12/31,8.5901
300390.SZ,2016/12/31,2.0096
300394.SZ,2016/12/31,16.0586
300395.SZ,2016/12/31,13.2409
300396.SZ,2016/12/31,11.4551
300398.SZ,2016/12/31,8.6783
300399.SZ,2016/12/31,3.4797
300401.SZ,2016/12/31,5.8125
300402.SZ,2016/12/31,-16.7372
300403.SZ,2016/12/31,14.3017
300406.SZ,2016/12/31,19.5707
300407.SZ,2016/12/31,13.3511
300408.SZ,2016/12/31,20.7114
300409.SZ,2016/12/31,8.6366
300412.SZ,2016/12/31,7.712
300413.SZ,2016/12/31,4.1066
300414.SZ,2016/12/31,8.0785
300415.SZ,2016/12/31,12.96
300416.SZ,2016/12/31,11.1084
300417.SZ,2016/12/31,9.0459
300418.SZ,2016/12/31,16.8621
300421.SZ,2016/12/31,5.0512
300422.SZ,2016/12/31,6.2859
300423.SZ,2016/12/31,5.4107
300424.SZ,2016/12/31,6.8411
300425.SZ,2016/12/31,4.9757
300428.SZ,2016/12/31,11.1883
300429.SZ,2016/12/31,12.0638
300433.SZ,2016/12/31,8.5963
300435.SZ,2016/12/31,8.135
300439.SZ,2016/12/31,10.8016
300440.SZ,2016/12/31,10.4561
300441.SZ,2016/12/31,6.9885
300445.SZ,2016/12/31,10.7205
300448.SZ,2016/12/31,12.9232
300450.SZ,2016/12/31,30.7871
300451.SZ,2016/12/31,8.6917
300452.SZ,2016/12/31,12.1145
300453.SZ,2016/12/31,6.6256
300455.SZ,2016/12/31,10.4426
300456.SZ,2016/12/31,4.3477
300457.SZ,2016/12/31,19.6883
300458.SZ,2016/12/31,7.2536
300463.SZ,2016/12/31,13.9085
300468.SZ,2016/12/31,8.9403
300470.SZ,2016/12/31,10.9964
300474.SZ,2016/12/31,12.1097
300476.SZ,2016/12/31,16.0304
300481.SZ,2016/12/31,14.1918
300482.SZ,2016/12/31,17.2061
300485.SZ,2016/12/31,12.3252
300487.SZ,2016/12/31,8.5445
300488.SZ,2016/12/31,11.3214
300490.SZ,2016/12/31,8.3091
300492.SZ,2016/12/31,6.7683
300493.SZ,2016/12/31,10.3665
300496.SZ,2016/12/31,10.9054
300498.SZ,2016/12/31,38.705
300500.SZ,2016/12/31,9.047
300501.SZ,2016/12/31,11.2835
300502.SZ,2016/12/31,10.5758
300508.SZ,2016/12/31,10.117
300509.SZ,2016/12/31,10.2953
300515.SZ,2016/12/31,7.7726
300516.SZ,2016/12/31,12.0827
300519.SZ,2016/12/31,18.5738
300529.SZ,2016/12/31,17.07
300531.SZ,2016/12/31,12.0597
300532.SZ,2016/12/31,7.4614
300538.SZ,2016/12/31,7.1756
300539.SZ,2016/12/31,10.6457
300541.SZ,2016/12/31,8.3842
300545.SZ,2016/12/31,8.2834
300547.SZ,2016/12/31,13.8033
300549.SZ,2016/12/31,11.9034
300556.SZ,2016/12/31,6.5668
300558.SZ,2016/12/31,19.1649
300559.SZ,2016/12/31,10.6044
300561.SZ,2016/12/31,12.7091
300563.SZ,2016/12/31,8.4896
300566.SZ,2016/12/31,10.5614
300567.SZ,2016/12/31,13.938
300569.SZ,2016/12/31,10.6355
300573.SZ,2016/12/31,10.4194
300575.SZ,2016/12/31,8.516
300576.SZ,2016/12/31,9.0264
300577.SZ,2016/12/31,15.7099
300579.SZ,2016/12/31,12.3584
300582.SZ,2016/12/31,7.3358
300587.SZ,2016/12/31,8.9786
300593.SZ,2016/12/31,12.223
300595.SZ,2016/12/31,36.6106
300605.SZ,2016/12/31,16.2644
300608.SZ,2016/12/31,14.9395
300611.SZ,2016/12/31,13.0495
300615.SZ,2016/12/31,27.3659
600000.SH,2016/12/31,14.4312
600004.SH,2016/12/31,12.9459
600006.SH,2016/12/31,3.3635
600007.SH,2016/12/31,11.1875
600008.SH,2016/12/31,6.2732
600009.SH,2016/12/31,12.5833
600010.SH,2016/12/31,0.18
600011.SH,2016/12/31,10.8122
600012.SH,2016/12/31,10.7531
600015.SH,2016/12/31,12.9297
600016.SH,2016/12/31,13.9651
600017.SH,2016/12/31,1.7113
600018.SH,2016/12/31,11.4273
600019.SH,2016/12/31,7.3933
600020.SH,2016/12/31,6.1033
600021.SH,2016/12/31,8.9065
600023.SH,2016/12/31,10.7627
600026.SH,2016/12/31,7.0131
600027.SH,2016/12/31,7.8472
600028.SH,2016/12/31,6.517
600029.SH,2016/12/31,11.7065
600030.SH,2016/12/31,7.2638
600031.SH,2016/12/31,0.8956
600033.SH,2016/12/31,7.9461
600035.SH,2016/12/31,9.024
600036.SH,2016/12/31,15.4296
600037.SH,2016/12/31,5.7146
600038.SH,2016/12/31,6.4031
600039.SH,2016/12/31,10.8304
600048.SH,2016/12/31,13.9172
600050.SH,2016/12/31,0.1988
600051.SH,2016/12/31,7.6777
600053.SH,2016/12/31,37.2893
600054.SH,2016/12/31,8.4696
600055.SH,2016/12/31,3.992
600056.SH,2016/12/31,13.7833
600059.SH,2016/12/31,3.1357
600060.SH,2016/12/31,13.3407
600061.SH,2016/12/31,9.3041
600062.SH,2016/12/31,10.6818
600063.SH,2016/12/31,3.0249
600064.SH,2016/12/31,9.4115
600066.SH,2016/12/31,29.7692
600067.SH,2016/12/31,4.717
600070.SH,2016/12/31,4.7584
600073.SH,2016/12/31,8.0179
600075.SH,2016/12/31,12.6479
600078.SH,2016/12/31,3.2712
600079.SH,2016/12/31,8.2899
600080.SH,2016/12/31,2.5455
600081.SH,2016/12/31,10.1488
600085.SH,2016/12/31,11.9737
600088.SH,2016/12/31,-12.2709
600089.SH,2016/12/31,9.4441
600095.SH,2016/12/31,2.1138
600097.SH,2016/12/31,0.9675
600098.SH,2016/12/31,4.4864
600100.SH,2016/12/31,19.7445
600101.SH,2016/12/31,4.2237
600104.SH,2016/12/31,16.678
600105.SH,2016/12/31,9.8975
600106.SH,2016/12/31,8.4658
600108.SH,2016/12/31,1.6082
600109.SH,2016/12/31,7.4225
600111.SH,2016/12/31,1.0866
600113.SH,2016/12/31,17.4305
600114.SH,2016/12/31,7.7137
600116.SH,2016/12/31,9.4346
600118.SH,2016/12/31,8.1546
600119.SH,2016/12/31,14.7388
600120.SH,2016/12/31,10.3222
600123.SH,2016/12/31,-7.675
600125.SH,2016/12/31,4.8196
600126.SH,2016/12/31,4.89
600128.SH,2016/12/31,1.5084
600131.SH,2016/12/31,15.6892
600132.SH,2016/12/31,14.7152
600135.SH,2016/12/31,2.5076
600138.SH,2016/12/31,9.4908
600141.SH,2016/12/31,1.7339
600143.SH,2016/12/31,7.6395
600148.SH,2016/12/31,3.234
600150.SH,2016/12/31,-17.4339
600153.SH,2016/12/31,13.2644
600158.SH,2016/12/31,3.8363
600159.SH,2016/12/31,4.5392
600160.SH,2016/12/31,1.452
600161.SH,2016/12/31,11.9292
600162.SH,2016/12/31,14.1223
600166.SH,2016/12/31,2.9973
600167.SH,2016/12/31,28.1731
600168.SH,2016/12/31,6.5729
600170.SH,2016/12/31,9.0831
600171.SH,2016/12/31,2.0479
600173.SH,2016/12/31,4.8209
600176.SH,2016/12/31,13.8702
600177.SH,2016/12/31,16.2249
600180.SH,2016/12/31,11.4775
600182.SH,2016/12/31,15.8456
600183.SH,2016/12/31,14.8244
600184.SH,2016/12/31,1.3201
600188.SH,2016/12/31,5.9227
600189.SH,2016/12/31,0.8331
600190.SH,2016/12/31,0.9409
600191.SH,2016/12/31,0.4933
600192.SH,2016/12/31,1.1579
600195.SH,2016/12/31,9.9602
600196.SH,2016/12/31,12.6445
600197.SH,2016/12/31,14.3989
600199.SH,2016/12/31,0.7594
600200.SH,2016/12/31,2.449
600201.SH,2016/12/31,17.1906
600208.SH,2016/12/31,20.0954
600210.SH,2016/12/31,5.2577
600211.SH,2016/12/31,30.015
600215.SH,2016/12/31,0.3182
600216.SH,2016/12/31,6.4501
600218.SH,2016/12/31,5.056
600219.SH,2016/12/31,4.1444
600229.SH,2016/12/31,12.8568
600230.SH,2016/12/31,24.6036
600231.SH,2016/12/31,2.5647
600232.SH,2016/12/31,2.4706
600233.SH,2016/12/31,16.7202
600235.SH,2016/12/31,0.9958
600236.SH,2016/12/31,19.6935
600239.SH,2016/12/31,5.2739
600246.SH,2016/12/31,1.6724
600248.SH,2016/12/31,6.3746
600251.SH,2016/12/31,1.4003
600252.SH,2016/12/31,9.1955
600256.SH,2016/12/31,1.8468
600258.SH,2016/12/31,3.139
600261.SH,2016/12/31,14.3095
600262.SH,2016/12/31,1.7131
600266.SH,2016/12/31,7.341
600267.SH,2016/12/31,-1.3979
600268.SH,2016/12/31,1.6667
600269.SH,2016/12/31,7.3066
600271.SH,2016/12/31,16.7042
600272.SH,2016/12/31,4.3636
600273.SH,2016/12/31,18.6457
600276.SH,2016/12/31,20.8989
600277.SH,2016/12/31,2.7016
600278.SH,2016/12/31,4.6828
600279.SH,2016/12/31,2.4165
600280.SH,2016/12/31,6.7293
600282.SH,2016/12/31,5.2307
600283.SH,2016/12/31,3.4126
600284.SH,2016/12/31,6.8208
600285.SH,2016/12/31,16.5673
600287.SH,2016/12/31,2.2556
600288.SH,2016/12/31,1.9506
600289.SH,2016/12/31,4.02
600292.SH,2016/12/31,3.1115
600295.SH,2016/12/31,3.6532
600298.SH,2016/12/31,16.4473
600299.SH,2016/12/31,15.4469
600300.SH,2016/12/31,0.295
600303.SH,2016/12/31,2.1663
600305.SH,2016/12/31,10.8441
600308.SH,2016/12/31,2.7946
600309.SH,2016/12/31,24.8248
600310.SH,2016/12/31,7.863
600312.SH,2016/12/31,13.5191
600315.SH,2016/12/31,4.1036
600316.SH,2016/12/31,0.218
600323.SH,2016/12/31,10.5419
600325.SH,2016/12/31,7.8401
600326.SH,2016/12/31,10.5967
600327.SH,2016/12/31,7.0429
600328.SH,2016/12/31,4.166
600329.SH,2016/12/31,10.2044
600332.SH,2016/12/31,8.6943
600335.SH,2016/12/31,8.7437
600337.SH,2016/12/31,10.3229
600339.SH,2016/12/31,7.7808
600340.SH,2016/12/31,25.5968
600345.SH,2016/12/31,4.8971
600346.SH,2016/12/31,20.1346
600348.SH,2016/12/31,3.1752
600350.SH,2016/12/31,12.3976
600351.SH,2016/12/31,0.8582
600352.SH,2016/12/31,12.9884
600353.SH,2016/12/31,4.0947
600356.SH,2016/12/31,4.724
600360.SH,2016/12/31,2.0044
600361.SH,2016/12/31,-9.9581
600362.SH,2016/12/31,1.6901
600363.SH,2016/12/31,7.6523
600366.SH,2016/12/31,17.6755
600367.SH,2016/12/31,4.2831
600368.SH,2016/12/31,7.4214
600369.SH,2016/12/31,4.829
600370.SH,2016/12/31,3.7462
600371.SH,2016/12/31,12.8137
600372.SH,2016/12/31,7.6675
600373.SH,2016/12/31,11.7706
600376.SH,2016/12/31,6.8504
600377.SH,2016/12/31,15.0657
600378.SH,2016/12/31,3.6348
600379.SH,2016/12/31,7.6749
600380.SH,2016/12/31,8.3862
600382.SH,2016/12/31,3.7049
600383.SH,2016/12/31,16.8322
600386.SH,2016/12/31,6.6784
600387.SH,2016/12/31,3.4067
600388.SH,2016/12/31,16.5831
600389.SH,2016/12/31,3.8104
600395.SH,2016/12/31,3.1884
600398.SH,2016/12/31,31.0896
600400.SH,2016/12/31,3.8897
600403.SH,2016/12/31,-29.6715
600406.SH,2016/12/31,16.3515
600409.SH,2016/12/31,10.9618
600410.SH,2016/12/31,0.748
600415.SH,2016/12/31,10.4561
600418.SH,2016/12/31,8.4236
600420.SH,2016/12/31,8.3614
600422.SH,2016/12/31,11.4477
600425.SH,2016/12/31,-14.4015
600426.SH,2016/12/31,10.7275
600428.SH,2016/12/31,0.5366
600433.SH,2016/12/31,4.2896
600435.SH,2016/12/31,2.0706
600436.SH,2016/12/31,15.347
600438.SH,2016/12/31,8.7748
600439.SH,2016/12/31,7.3535
600446.SH,2016/12/31,15.9926
600449.SH,2016/12/31,1.3652
600452.SH,2016/12/31,18.7335
600456.SH,2016/12/31,1.0761
600458.SH,2016/12/31,5.0036
600459.SH,2016/12/31,4.4978
600460.SH,2016/12/31,3.856
600461.SH,2016/12/31,7.5403
600463.SH,2016/12/31,2.0153
600467.SH,2016/12/31,1.4559
600468.SH,2016/12/31,3.0414
600469.SH,2016/12/31,3.4492
600475.SH,2016/12/31,6.7917
600477.SH,2016/12/31,20.6923
600479.SH,2016/12/31,8.56
600480.SH,2016/12/31,6.0885
600481.SH,2016/12/31,7.6269
600482.SH,2016/12/31,4.2169
600483.SH,2016/12/31,10.1633
600486.SH,2016/12/31,12.7499
600487.SH,2016/12/31,22.5057
600488.SH,2016/12/31,2.5837
600489.SH,2016/12/31,2.7343
600491.SH,2016/12/31,6.612
600493.SH,2016/12/31,8.1665
600495.SH,2016/12/31,0.8679
600496.SH,2016/12/31,2.9127
600497.SH,2016/12/31,-18.7529
600498.SH,2016/12/31,10.446
600499.SH,2016/12/31,7.494
600500.SH,2016/12/31,0.5124
600501.SH,2016/12/31,0.6637
600502.SH,2016/12/31,8.312
600503.SH,2016/12/31,3.4347
600505.SH,2016/12/31,5.4347
600507.SH,2016/12/31,25.125
600508.SH,2016/12/31,5.3121
600509.SH,2016/12/31,6.5778
600510.SH,2016/12/31,4.895
600511.SH,2016/12/31,15.5487
600512.SH,2016/12/31,1.8171
600513.SH,2016/12/31,7.5831
600517.SH,2016/12/31,13.479
600518.SH,2016/12/31,11.4729
600519.SH,2016/12/31,22.9351
600521.SH,2016/12/31,11.4253
600522.SH,2016/12/31,13.2982
600523.SH,2016/12/31,8.2765
600525.SH,2016/12/31,1.5081
600527.SH,2016/12/31,1.6886
600528.SH,2016/12/31,2.6889
600529.SH,2016/12/31,6.2296
600530.SH,2016/12/31,8.2354
600531.SH,2016/12/31,5.8372
600533.SH,2016/12/31,4.968
600535.SH,2016/12/31,14.7721
600536.SH,2016/12/31,4.9567
600545.SH,2016/12/31,-12.4503
600546.SH,2016/12/31,7.6543
600547.SH,2016/12/31,8.3301
600548.SH,2016/12/31,9.226
600549.SH,2016/12/31,2.2654
600551.SH,2016/12/31,7.8943
600557.SH,2016/12/31,11.8901
600558.SH,2016/12/31,2.4013
600559.SH,2016/12/31,6.8966
600560.SH,2016/12/31,2.7247
600561.SH,2016/12/31,-6.99
600562.SH,2016/12/31,13.5302
600563.SH,2016/12/31,18.5675
600565.SH,2016/12/31,11.4776
600566.SH,2016/12/31,25.5427
600567.SH,2016/12/31,4.2118
600570.SH,2016/12/31,0.7618
600571.SH,2016/12/31,10.6052
600572.SH,2016/12/31,10.2464
600573.SH,2016/12/31,0.1537
600577.SH,2016/12/31,7.6692
600578.SH,2016/12/31,8.2071
600580.SH,2016/12/31,4.9556
600582.SH,2016/12/31,6.6489
600583.SH,2016/12/31,5.6803
600584.SH,2016/12/31,2.3143
600585.SH,2016/12/31,11.1344
600586.SH,2016/12/31,0.9449
600587.SH,2016/12/31,1.0652
600588.SH,2016/12/31,3.4702
600589.SH,2016/12/31,3.3924
600590.SH,2016/12/31,3.2518
600592.SH,2016/12/31,3.2658
600594.SH,2016/12/31,9.5821
600596.SH,2016/12/31,1.9287
600597.SH,2016/12/31,11.2794
600598.SH,2016/12/31,12.5842
600600.SH,2016/12/31,6.3963
600601.SH,2016/12/31,1.7606
600602.SH,2016/12/31,6.7685
600604.SH,2016/12/31,2.7027
600605.SH,2016/12/31,4.3011
600606.SH,2016/12/31,12.8081
600611.SH,2016/12/31,6.0291
600612.SH,2016/12/31,20.893
600616.SH,2016/12/31,3.3667
600618.SH,2016/12/31,-16.897
600619.SH,2016/12/31,4.4131
600620.SH,2016/12/31,2.2223
600621.SH,2016/12/31,7.834
600622.SH,2016/12/31,5.7904
600623.SH,2016/12/31,2.5772
600624.SH,2016/12/31,3.4974
600626.SH,2016/12/31,7.8733
600628.SH,2016/12/31,6.3018
600633.SH,2016/12/31,9.4481
600635.SH,2016/12/31,7.6925
600636.SH,2016/12/31,-12.4172
600637.SH,2016/12/31,11.0764
600638.SH,2016/12/31,2.8008
600639.SH,2016/12/31,7.1332
600640.SH,2016/12/31,0.7006
600641.SH,2016/12/31,16.4669
600642.SH,2016/12/31,9.7204
600643.SH,2016/12/31,9.7216
600648.SH,2016/12/31,7.673
600649.SH,2016/12/31,9.2826
600650.SH,2016/12/31,7.2835
600651.SH,2016/12/31,9.7935
600655.SH,2016/12/31,4.5295
600657.SH,2016/12/31,9.7689
600658.SH,2016/12/31,7.0025
600660.SH,2016/12/31,17.4354
600662.SH,2016/12/31,5.6583
600663.SH,2016/12/31,19.3938
600665.SH,2016/12/31,8.0518
600667.SH,2016/12/31,5.9683
600668.SH,2016/12/31,11.9559
600673.SH,2016/12/31,3.0123
600674.SH,2016/12/31,17.129
600675.SH,2016/12/31,20.1151
600676.SH,2016/12/31,5.7788
600682.SH,2016/12/31,15.294
600683.SH,2016/12/31,13.3375
600684.SH,2016/12/31,12.9244
600685.SH,2016/12/31,0.6883
600686.SH,2016/12/31,-20.1403
600688.SH,2016/12/31,24.0629
600690.SH,2016/12/31,19.1038
600694.SH,2016/12/31,10.126
600697.SH,2016/12/31,11.9971
600702.SH,2016/12/31,3.4489
600703.SH,2016/12/31,12.4264
600704.SH,2016/12/31,10.6879
600705.SH,2016/12/31,10.4517
600708.SH,2016/12/31,11.4608
600710.SH,2016/12/31,5.5618
600711.SH,2016/12/31,5.0699
600712.SH,2016/12/31,-3.228
600713.SH,2016/12/31,6.8644
600717.SH,2016/12/31,8.2024
600718.SH,2016/12/31,24.0015
600719.SH,2016/12/31,1.8673
